epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
114,0.479726,89.7335,98.3129,1.273729,73.6142,90.3116,2.6551,0.6928,5.0,0.04689152,177.4,7785,16311,99,15.1345,7.9111,6.8634,14.2464,4.5267,17.0722,,,,,,
115,0.466325,89.8893,98.4974,1.547828,68.5176,86.7683,3.3192,0.6384,5.0,0.04611581,262.16,7785,16311,100,14.2608,7.4579,6.1276,12.7012,3.9967,15.1576,53.1873,13.8352,27.9999,30.864,18.3474,37.1144
116,0.448831,90.4237,98.5405,1.921018,62.324,82.3318,4.2801,0.5695,5.0,0.04534104,177.35,7785,16311,99,13.6297,7.214,5.7703,12.1928,3.7006,14.352,,,,,,
117,0.438552,90.8455,98.6412,2.043033,61.8678,81.2154,4.6586,0.5746,5.0,0.04456739,177.44,7785,16311,99,13.4453,7.0397,5.8363,12.113,3.7802,14.3954,,,,,,
118,0.433424,90.8958,98.6316,2.535636,53.2084,73.7695,5.8502,0.4976,4.9992,0.04379506,177.38,7785,16311,100,12.7852,6.5401,5.3801,11.0987,3.4278,13.1919,,,,,,
119,0.415823,91.296,98.67,1.408071,71.1193,88.7584,3.3862,0.6623,5.0,0.04302423,177.4,7785,16311,100,15.1733,8.018,6.5877,14.0579,4.251,16.6098,,,,,,
120,0.407642,91.4973,98.7466,2.015039,61.6639,81.1086,4.9432,0.578,5.0,0.04225509,262.18,7785,16311,99,13.3773,6.9511,5.6558,12.1579,3.6462,14.2151,57.0888,14.9853,30.8709,33.9842,20.2588,40.7153
121,0.398529,91.8113,98.8257,1.575229,68.3429,87.0789,3.9526,0.6335,4.9995,0.04148782,177.4,7785,16311,100,14.6102,7.7049,6.4343,13.4364,4.2287,16.233,,,,,,
122,0.386779,92.1875,98.8832,1.402602,71.5562,88.9234,3.6264,0.6727,5.0,0.04072261,177.4,7785,16311,100,14.8238,7.6916,6.3936,13.3891,4.2258,16.2343,,,,,,
123,0.377319,92.4535,98.8569,1.727009,66.2169,85.5645,4.5771,0.618,4.9995,0.03995965,177.45,7785,16311,99,13.7171,7.0907,5.7587,12.0363,3.7074,14.2083,,,,,,
124,0.364112,92.6285,98.9839,1.378445,71.9056,89.4185,3.7858,0.6758,4.9992,0.03919911,177.43,7785,16311,99,15.8722,8.2943,6.9217,14.3076,4.5471,17.1643,,,,,,
